CATEGORY,CALL GROUPS,final_case_type,CASE DESC,occ_date,x_coordinate,y_coordinate,census_tract
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/27/2016,7669531,672817,8301
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/27/2016,7678565,679391,8202
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/27/2016,7683989,694597,9502
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/28/2016,7639131,689852,4500
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/28/2016,7639695,705985,3901
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/28/2016,7644236,681829,10600
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/28/2016,7648005,693513,3402
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/28/2016,7648420,682695,1101
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/28/2016,7653929,677013,901
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/28/2016,7671340,666414,602
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/29/2016,7642842,684106,10600
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/29/2016,7647912,693906,3402
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/29/2016,7648230,678501,1102
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/29/2016,7648594,686653,2303
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/29/2016,7661833,663813,8800
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/29/2016,7669057,671694,502
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/30/2016,7630939,710831,4101
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/30/2016,7642032,682169,10600
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/30/2016,7644971,679021,5700
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/30/2016,7649724,672225,1000
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/30/2016,7649755,701841,3601
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/30/2016,7674960,673615,8302
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/31/2016,7644697,685688,5100
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/31/2016,7650598,680181,1101
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/31/2016,7659330,669554,401
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/31/2016,7673653,682453,8201
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/31/2016,7674871,671286,601
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/31/2016,7674965,696782,7700
OTHER,NON CRIMINAL/ADMIN,WELCK ,WELFARE CHECK - COLD                              ,12/31/2016,7679643,687324,8002
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/1/2016,7640734,683834,5200
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/1/2016,7643420,687169,5100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/1/2016,7654427,674595,902
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/1/2016,7673455,676746,8201
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/1/2016,7674960,673615,8302
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/1/2016,7677101,690018,8001
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/1/2016,7686279,675990,9101
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/2/2016,7627160,712887,4101
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/2/2016,7640671,685222,4900
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/2/2016,7641288,683042,5200
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/2/2016,7645571,684236,10600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/2/2016,7660784,674551,801
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/2/2016,7668826,668694,502
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/2/2016,7693476,672058,9803
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/3/2016,7640818,686912,4900
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/3/2016,7643415,684310,5100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/3/2016,7644575,684124,10600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/3/2016,7649069,685509,
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/3/2016,7653122,666260,200
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/3/2016,7657226,680772,1301
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/3/2016,7662026,684573,1801
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/3/2016,7666594,661914,8600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/3/2016,7683493,694445,9502
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/3/2016,7684939,690736,
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/4/2016,7641420,681505,5500
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/4/2016,7643852,686359,5100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/4/2016,7645093,716461,7201
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/4/2016,7648244,682679,1101
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/4/2016,7649321,683498,2100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/4/2016,7670537,667786,602
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/4/2016,7676963,670867,8500
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/4/2016,7683799,674836,9101
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/5/2016,7644559,683578,10600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/5/2016,7656516,700463,3602
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7632811,664172,6502
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7643676,684829,5100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7664039,671847,702
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7671733,678840,1602
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7676745,676584,8201
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7677101,690018,8001
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7618902,708825,4300
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7636770,688916,4700
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7644617,685608,5100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7649520,687244,2303
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7649838,682612,1101
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7655818,694251,3100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7657767,680216,1301
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7658280,688504,2702
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7658907,687925,2702
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7668505,677123,701
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7669109,683058,1701
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7646818,704086,3701
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7650041,683175,2100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7653446,685498,2000
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7655098,674273,902
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7658992,682366,1400
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7662017,687728,2802
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7668366,675788,701
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7669094,687617,
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7675310,695517,7900
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/9/2016,7641460,681283,5500
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/9/2016,7643419,694016,3502
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/9/2016,7644617,683246,10600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/9/2016,7654061,674831,901
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/5/2016,7657892,690790,2600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7626785,652418,6404
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7630932,710345,4101
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7641467,685951,5000
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7642729,679639,5600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7649295,697326,3301
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7656281,691860,2501
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7662905,674483,801
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7665607,700109,7300
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7666183,667486,501
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7675407,680527,8201
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/6/2016,7690502,692835,9501
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7629298,708485,4102
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7636778,692376,4300
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7638738,686654,4700
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7647520,681578,1101
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/7/2016,7673710,684718,8100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7639216,684465,5200
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7643157,687171,5100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7659314,671958,802
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7677134,681498,8202
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7678369,671246,8400
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7680818,671407,9000
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/8/2016,7687325,692512,9501
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/9/2016,7647864,708283,7202
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/9/2016,7678738,699669,7300
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/10/2016,7629310,705515,4002
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/10/2016,7639467,684015,5200
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/10/2016,7639776,684833,4800
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/10/2016,7641894,667647,6002
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/10/2016,7642136,704554,3801
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/10/2016,7648340,682853,2100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/10/2016,7674951,682437,8202
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/10/2016,7687583,673699,9101
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/11/2016,7626432,655739,6501
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/11/2016,7633798,705713,4001
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/11/2016,7641697,697857,3501
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/11/2016,7648244,682679,1101
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7638667,687056,4700
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7638762,684607,4700
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7644486,683395,10600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/9/2016,7659083,698411,3603
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/9/2016,7670589,667650,602
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/10/2016,7644305,678596,5700
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/10/2016,7648307,681817,1101
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/10/2016,7682862,683043,9201
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/10/2016,7687190,681619,9701
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/11/2016,7642749,678079,5800
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/11/2016,7644890,677154,
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/11/2016,7645574,688370,
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/11/2016,7648361,683047,2100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/11/2016,7648420,682695,1101
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/11/2016,7649794,697311,3301
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/11/2016,7660124,685130,1900
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/11/2016,7669107,667973,602
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/11/2016,7689562,676192,9101
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7629854,671568,6801
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7639946,684783,4800
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7643158,686389,5100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7647537,682110,1101
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7647917,694130,3402
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7654595,687524,2502
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7657280,682593,1900
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7663341,678340,1500
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7663419,685875,
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7665433,676417,701
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/13/2016,7629141,707553,4102
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/13/2016,7638489,667405,6702
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/13/2016,7642064,688935,5100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/13/2016,7642077,681312,5600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/13/2016,7642157,681139,5600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/13/2016,7644077,682947,10600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/13/2016,7670449,670821,601
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/13/2016,7673478,693816,
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/13/2016,7673680,678783,8201
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/13/2016,7676968,671963,8302
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/13/2016,7680354,692914,9502
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/13/2016,7693271,674457,9804
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/14/2016,7645266,684907,5100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/14/2016,7646500,688611,2303
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/14/2016,7648486,696030,3401
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/14/2016,7652048,697241,3200
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/14/2016,7652235,682732,2100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/14/2016,7653587,681647,1201
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/14/2016,7655830,674324,902
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/14/2016,7659692,679877,1400
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/14/2016,7670795,681355,1602
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/14/2016,7679235,666329,8901
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/15/2016,7641837,719732,7201
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/15/2016,7647719,689403,2303
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/15/2016,7653587,681647,1201
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/15/2016,7658460,701872,3603
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/15/2016,7677334,695950,7900
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/16/2016,7641673,682022,5500
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/16/2016,7649777,678906,1102
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/16/2016,7652459,698804,3602
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/16/2016,7669132,670579,601
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/16/2016,7672028,683451,1702
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/16/2016,7682156,676625,9201
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/17/2016,7631755,658253,6403
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/17/2016,7657718,688128,2600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/17/2016,7669685,692256,2903
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/17/2016,7680324,686962,9302
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/18/2016,7640558,685742,4900
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/18/2016,7643410,704055,3801
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/18/2016,7644299,692233,3502
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/18/2016,7644877,685348,5100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/18/2016,7651743,686959,2402
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/18/2016,7653668,685434,2000
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/18/2016,7657658,687956,2600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/18/2016,7669033,668847,602
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/19/2016,7635397,690338,4300
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/19/2016,7641988,686521,5000
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/19/2016,7642084,664992,
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/19/2016,7642253,682837,10600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/19/2016,7642263,682258,10600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/19/2016,7642795,718464,7201
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/19/2016,7643090,679771,5600
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/19/2016,7643561,704041,3802
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/19/2016,7644616,684308,5100
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/19/2016,7671615,688191,2903
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/19/2016,7673729,696427,7800
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/19/2016,7674789,687546,8001
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7645447,667578,5900
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7650046,699450,3601
OTHER,NON CRIMINAL/ADMIN,WELCKP,WELFARE CHECK - PRIORITY                          ,12/12/2016,7659138,673056,802
