"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10","WT13","WT14","WT16","WT18","WT21","WT22"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-05","7.61",,"0.00",,"0.0","0.0","67","78","56",,"  310","  310","19.9","23.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-06","7.16",,"0.00",,"0.0","0.0","67","79","56",,"  310","  290","17.0","23.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-07","7.83",,"0.00",,"0.0","0.0","71","87","59",,"  310","  320","17.0","21.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-08","5.82",,"0.00",,"0.0","0.0","72","82","63",,"  260","  260","21.0","23.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-09","5.82",,"0.00",,"0.0","0.0","71","86","61",,"  260","  250","15.0","18.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-10","4.70",,"0.00",,"0.0","0.0","76","87","65",,"  310","  330","13.0","18.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-11","5.82",,"0.00",,"0.0","0.0","73","91","63",,"  280","  330","12.1","16.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-12","5.37",,"0.00",,"0.0","0.0","78","91","66",,"  180","  180","15.0","18.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-13","5.82",,"0.00",,"0.0","0.0","75","86","64",,"  310","  320","12.1","16.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-14","8.05",,"0.12",,"0.0","0.0","71","74","64",,"  220","  240","18.1","27.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-15","7.38",,"0.00",,"0.0","0.0","67","77","63",,"  320","  320","16.1","19.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-16","8.28",,"0.00",,"0.0","0.0","68","83","56",,"  320","  310","21.0","25.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-17","6.93",,"0.00",,"0.0","0.0","71","89","60",,"  320","  310","18.1","23.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-18","6.04",,"0.00",,"0.0","0.0","76","96","60",,"  290","  290","16.1","16.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-19","6.04",,"0.00",,"0.0","0.0","79","97","62",,"  310","  320","21.9","29.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-20","7.61",,"0.00",,"0.0","0.0","73","80","60",,"  310","  300","19.9","23.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-21","6.49",,"0.00",,"0.0","0.0","67","79","60",,"  300","  330","16.1","21.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-22","7.61",,"0.00",,"0.0","0.0","67","86","54",,"   70","   70","21.0","23.9",,,,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-23","4.92",,"0.00",,"0.0","0.0","72","88","57",,"  320","  320","13.0","16.1",,,,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-24","8.05",,"0.00",,"0.0","0.0","69","82","57",,"  310","  310","15.0","19.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-25","5.82",,"0.00",,"0.0","0.0","67","85","55",,"  290","  300","12.1","15.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-26","3.58",,"0.00",,"0.0","0.0","71","90","55",,"  320","  320","14.1","18.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-27","3.36",,"0.00",,"0.0","0.0","73","89","59",,"  320","  310","10.1","14.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-28","4.92",,"0.00",,"0.0","0.0","75","82","64",,"  270","   40","12.1","14.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-29","14.99",,"0.27",,"0.0","0.0","71","76","63",,"  200","  200","32.0","42.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-30","8.95",,"0.27",,"0.0","0.0","65","73","59",,"  190","  190","19.9","23.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-08-31","7.61",,"0.00",,"0.0","0.0","66","74","61",,"  180","  220","14.1","18.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-01","7.83",,"0.06",,"0.0","0.0","68","76","58",,"  270","  260","18.1","23.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-02","4.47",,"0.05",,"0.0","0.0","64","73","58",,"  310","  320","17.0","21.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-03","3.80",,"0.00",,"0.0","0.0","61","68","50",,"  270","  290","16.1","19.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-04","7.16",,"0.00",,"0.0","0.0","56","70","49",,"  300","  300","16.1","19.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-05","3.80",,"0.02",,"0.0","0.0","59","66","52",,"  200","  200","14.1","17.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-06","5.37",,"0.07",,"0.0","0.0","57","60","49",,"  110","  110","12.1","12.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-07","3.36",,"0.00",,"0.0","0.0","60","75","53",,"  310","  340","8.9","12.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-08","4.92",,"0.00",,"0.0","0.0","65","81","53",,"  300","  280","14.1","19.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-09","5.37",,"0.00",,"0.0","0.0","69","83","61",,"  310","  320","13.0","19.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-10","5.14",,"0.00",,"0.0","0.0","70","88","59",,"  310","  310","12.1","16.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-11","4.92",,"0.00",,"0.0","0.0","73","94","58",,"  280","  280","13.0","15.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-12","5.59",,"0.00",,"0.0","0.0","76","90","63",,"  320","  320","15.0","21.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-13","6.93",,"0.00",,"0.0","0.0","70","76","56",,"  310","  320","18.1","23.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-14","3.13",,"0.03",,"0.0","0.0","58","61","53",,"  320","  310","12.1","13.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-15","6.49",,"0.00",,"0.0","0.0","57","65","50",,"  220","  220","15.0","17.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-16","8.05",,"0.00",,"0.0","0.0","60","71","53",,"  170","  180","16.1","21.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-17","6.26",,"0.66",,"0.0","0.0","62","68","56",,"  120","  160","15.0","19.0","    1",,,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-18","3.80",,"0.00",,"0.0","0.0","61","76","54",,"  300","  300","8.9","12.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-19","2.91",,"0.00",,"0.0","0.0","64","79","52",,"  320","  320","8.9","11.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-20","4.70",,"0.00",,"0.0","0.0","67","80","57",,"  280","  270","14.1","16.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-21","9.62",,"0.09",,"0.0","0.0","65","69","55",,"  310","  310","18.1","23.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-22","4.25",,"0.00",,"0.0","0.0","59","71","50",,"  280","  290","8.9","12.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-23","3.58",,"0.00",,"0.0","0.0","58","76","46",,"  320","  170","8.1","12.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-24","3.58",,"0.00",,"0.0","0.0","63","78","53",,"  310","  310","13.0","14.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-25","6.71",,"0.28",,"0.0","0.0","64","66","58",,"  290","  300","14.1","16.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-26","9.62",,"0.00",,"0.0","0.0","60","70","52",,"  320","  320","16.1","21.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-27","6.71",,"0.00",,"0.0","0.0","58","71","45",,"  310","  320","17.0","21.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-28","6.26",,"0.00",,"0.0","0.0","61","81","48",,"   80","  100","19.9","23.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-29","3.58",,"0.00",,"0.0","0.0","63","81","48",,"  320","  300","8.1","11.0",,,,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-09-30","3.58",,"0.00",,"0.0","0.0","63","74","52",,"  160","  160","8.9","10.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-01","4.25",,"0.00",,"0.0","0.0","59","76","50",,"  300","  300","12.1","15.0","    1","    1",,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-02","2.91",,"0.02",,"0.0","0.0","61","63","50",,"  320","  340","14.1","19.0","    1",,,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-03","6.04",,"0.00",,"0.0","0.0","58","71","46",,"  310","  320","16.1","21.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-04","5.14",,"0.00",,"0.0","0.0","63","81","49",,"  280","   70","15.0","17.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-05","5.37",,"0.00",,"0.0","0.0","64","85","50",,"  120","  130","12.1","13.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-06","6.49",,"0.00",,"0.0","0.0","66","77","54",,"  220","  250","15.0","18.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-07","2.91",,"0.07",,"0.0","0.0","65","66","60",,"   90","  100","8.9","10.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-08","3.36",,"0.00",,"0.0","0.0","62","75","57",,"  110","  100","8.9","11.0","    1","    1",,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-09","5.14",,"0.00",,"0.0","0.0","63","71","54",,"  100","  110","16.1","19.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-10","8.28",,"0.29",,"0.0","0.0","65","72","55",,"  250","  260","23.9","31.1","    1",,,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-11","4.03",,"0.00",,"0.0","0.0","58","68","50",,"  280","  280","13.0","14.1","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-12","2.24",,"0.00",,"0.0","0.0","57","71","47",,"  190","  200","8.1","10.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-13","4.92",,"0.00",,"0.0","0.0","60","72","50",,"  300","  310","12.1","15.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-14","5.37",,"0.00",,"0.0","0.0","59","72","51",,"  310","  320","12.1","15.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-15","7.61",,"0.00",,"0.0","0.0","60","80","49",,"  100","  100","23.0","30.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-16","3.13",,"0.00",,"0.0","0.0","62","74","50",,"  200","  190","13.0","15.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-17","4.25",,"0.01",,"0.0","0.0","63","67","57",,"   80","   80","13.0","14.1",,,"    1",,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-18","2.24",,"0.04",,"0.0","0.0","61","66","58",,"  310","   60","8.1","10.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-19","6.49",,"0.00",,"0.0","0.0","60","64","56",,"  190","  190","15.0","18.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-20","3.13",,"0.00",,"0.0","0.0","59","67","50",,"  280","  280","10.1","13.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-21","4.47",,"0.00",,"0.0","0.0","56","66","47",,"  320","  310","15.0","18.1","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-22","5.14",,"0.00",,"0.0","0.0","58","66","46",,"  310","  310","15.0","19.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-23","3.36",,"0.00",,"0.0","0.0","52","63","42",,"  280","  280","10.1","13.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-24","7.38",,"0.00",,"0.0","0.0","55","69","50",,"  110","  100","18.1","21.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-25","14.32",,"0.64",,"0.0","0.0","58","62","53",,"  100","  120","23.9","29.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-26","6.71",,"0.01",,"0.0","0.0","58","63","46",,"  190","  190","16.1","19.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-27","3.80",,"0.00",,"0.0","0.0","53","63","44",,"  110","  110","14.1","16.1","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-28","4.47",,"0.29",,"0.0","0.0","56","59","52",,"  100","  130","12.1","13.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-29","6.04",,"0.01",,"0.0","0.0","58","64","54",,"  190","  180","16.1","18.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-30","15.66",,"0.34",,"0.0","0.0","59","62","56",,"  200","  200","30.0","36.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-10-31","10.74",,"1.97",,"0.0","0.0","62","64","53",,"  190","  180","25.1","38.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-01","9.17",,"0.19",,"0.0","0.0","56","63","51",,"  220","  200","21.9","32.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-02","3.58",,"0.00",,"0.0","0.0","53","58","47",,"  260","  220","10.1","13.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-03","3.80",,"0.00",,"0.0","0.0","49","57","40",,"  310","  320","16.1","19.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-04","2.91",,"0.00",,"0.0","0.0","45","53","37",,"  150","  150","8.9","10.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-05","5.82",,"0.02",,"0.0","0.0","49","53","47",,"  200","  190","15.0","18.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-06","3.58",,"0.00",,"0.0","0.0","53","64","47",,"  120","  110","8.9","11.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-07","7.38",,"0.57",,"0.0","0.0","51","53","43",,"  120","  120","15.0","17.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-08","4.25",,"0.33",,"0.0","0.0","52","55","46",,"  180","  180","17.0","21.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-09","2.24",,"0.02",,"0.0","0.0","47","55","40",,"  120","  120","8.9","11.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-10","5.14",,"0.01",,"0.0","0.0","45","49","42",,"  190","  190","18.1","27.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-11","6.93",,"0.20",,"0.0","0.0","49","55","43",,"  220","  220","21.0","28.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-12","8.28",,"0.08",,"0.0","0.0","44","51","38",,"  200","  200","23.0","30.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-13","15.66",,"0.05",,"0.0","0.0","53","58","51",,"  200","  200","25.1","31.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-14","12.97",,"0.00",,"0.0","0.0","58","60","55",,"  180","  180","25.1","35.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-15","8.28",,"0.30",,"0.0","0.0","50","56","40",,"  310","  310","23.9","30.0","    1",,,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-16","10.51",,"0.38",,"0.0","0.0","43","50","39",,"  190","  200","29.1","36.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-17","19.46",,"0.84",,"0.0","0.0","51","58","47",,"  200","  190","32.0","42.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-18","5.14",,"0.25",,"0.0","0.0","49","52","39",,"  230","  230","16.1","21.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-19","5.59",,"0.54",,"0.0","0.0","46","48","40",,"  100","  100","17.0","21.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-20","11.41",,"0.00",,"0.0","0.0","44","52","37",,"   70","  100","25.9","33.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-21","4.92",,"0.00",,"0.0","0.0","44","51","32",,"  100","  100","21.0","25.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-22","4.47",,"0.00",,"0.0","0.0","36","46","28",,"  140","  130","12.1","15.0","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-23","4.47",,"0.41",,"0.0","0.0","38","44","30",,"  100","  110","18.1","21.9","    1",,,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-24","5.14",,"0.30",,"0.0","0.0","41","43","34",,"  310","  310","19.9","28.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-25","4.25",,"0.00",,"0.0","0.0","39","49","30",,"   40","   10","10.1","14.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-26","6.93",,"0.00",,"0.0","0.0","38","51","24",,"   80","   80","25.9","36.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-27","6.26",,"0.00",,"0.0","0.0","36","50","25",,"  100","  110","17.0","19.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-28","9.17",,"0.00",,"0.0","0.0","38","47","31",,"  110","  110","19.9","23.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-29","12.30",,"0.00",,"0.0","0.0","36","41","29",,"  120","  120","18.1","23.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-11-30","10.07",,"0.00",,"0.0","0.0","32","37","24",,"  110","  100","19.9","23.0",,,,"    1",,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-01","14.54",,"0.52",,"0.0","0.0","37","42","34",,"  110","  100","23.0","27.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-02","13.87",,"0.30",,"0.0","0.0","37","42","35",,"  110","  110","23.0","27.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-03","15.66",,"0.53",,"0.0","0.0","40","52","38",,"  120","  120","29.1","35.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-04","9.84",,"0.26",,"0.0","0.0","47","50","43",,"  190","  190","19.9","25.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-05","17.00",,"0.39",,"0.0","0.0","45","47","43",,"  120","  120","23.9","29.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-06","13.20",,"0.75",,"0.0","0.0","49","57","44",,"  190","  160","28.0","42.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-07","11.86",,"2.67",,"0.0","0.0","51","63","46",,"  200","  220","25.9","42.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-08","15.21",,"1.66",,"0.0","0.0","59","62","56",,"  190","  200","31.1","40.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-09","12.30",,"0.40",,"0.0","0.0","57","59","47",,"  290","  290","33.1","46.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-10","14.09",,"0.65",,"0.0","0.0","49","53","44",,"  190","  180","29.1","44.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-11","10.51",,"0.72",,"0.0","0.0","45","46","43",,"  100","  110","21.9","27.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-12","10.29",,"0.72",,"0.0","0.0","44","50","43",,"  180","  160","25.1","33.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-13","10.07",,"0.63",,"0.0","0.0","46","49","42",,"  200","  210","23.9","30.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-14","3.80",,"0.02",,"0.0","0.0","42","44","35",,"  240","  250","12.1","14.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-15","3.58",,"0.12",,"0.0","0.0","39","42","35",,"  200","  200","10.1","12.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-16","6.04",,"0.10",,"0.0","0.0","42","45","41",,"  110","  110","18.1","21.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-17","17.00",,"1.87",,"0.0","0.0","41","55","38",,"  110","  180","23.0","29.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-18","10.07",,"0.23",,"0.0","0.0","48","54","42",,"  190","  190","23.9","30.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-19","7.61",,"0.15",,"0.0","0.0","44","49","40",,"  210","  220","17.0","21.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-20","9.62",,"0.35",,"0.0","0.0","44","49","41",,"  160","  140","21.0","28.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-21","15.21",,"0.80",,"0.0","0.0","45","52","40",,"  240","  240","38.9","55.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2015-12-22","4.92",,"0.20",,"0.0","0.0","44","46","37",,"  270","  280","17.0","19.9","    1",,,,,,,,,,,,,,
